web-scraper-order,web-scraper-start-url,nama,kewarganegaraan,tipe_pelanggan,tipe_kamar,rating,judul_review,deskripsi,tanggal_review,periode_menginap
1745475234-4240,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Leslie,Singapura,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“Exceptional but there is still room for improvement”,Would be perfect if the bathtub was not stained.,Diulas pada 22 Agustus 2019,Menginap 2 malam pada Agustus 2019
1745475234-4241,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Jon,Inggris,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"10,0",“perfect”,"'nothing was a problem and staff where so polite and efficient, the room was perfect",Diulas pada 21 Agustus 2019,Menginap 3 malam pada Agustus 2019
1745475234-4242,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Berend,Belgia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"9,6","“Great hospitality,  great hotel, nice pool”","Excellent breakfast. High quality, nice to sit in the morning outside.",Diulas pada 20 Agustus 2019,Menginap 1 malam pada Agustus 2019
1745475234-4243,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Kim,Singapura,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Definitely value of money ”,"This is the best 5stars hotel that I have even been. I have been to UAE,Philippine, China, Myanmar, Taiwan. So far this hotel is the best I have been stayed. 
In addition, also thumb up to the breakfast and facilities. My families like like it very much and would definitely will be back in the future.
Lastly the overall business concepts and models are well designed and structured.",Diulas pada 19 Agustus 2019,Menginap 2 malam pada Agustus 2019
1745475234-4244,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Hakim,Singapura,Pasangan,Kamar Classic dengan Ranjang King,"10,0","“Amazing 5 star hotel, Top service and Delicious breakfast”","Had an amazing experience staying at Bumi Surabaya City Resort. Although the hotel is located in the city, you would not feel the hustle-bustle of the city.  It is like being in Bali, with the decorations and furnitures. 

Value for money! the breakfast spread is one of the best I have ever been to. Definitely worth every penny.",Diulas pada 19 Agustus 2019,Menginap 2 malam pada Agustus 2019
1745475234-4245,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Dheli,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,8",“Breakfast was superb ”,Breakfast was superb,Diulas pada 19 Agustus 2019,Menginap 1 malam pada Agustus 2019
1745475234-4246,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yoga,Kanada,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"9,6",“The breakfast was great. The staff very polite..”,This is an old hotel and the carpets may have to be replaced.. The gardens are incredible. The settings for the breakfast are an oasis in the middle of the masses an overabundance of commercialism.. Staff are incredibly polite.. Western world needs to come out here to learn about treat a fellow human being. This is my 5th visit here in about 2 1/2 years.  Did similar visits to the Philippines and what a difference in cleanliness and attitudes.,Diulas pada 19 Agustus 2019,Menginap 3 malam pada Agustus 2019
1745475234-4247,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Gladi,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"7,6",“Best hotel to stay”,All look good to me,Diulas pada 17 Agustus 2019,Menginap 2 malam pada Agustus 2019
1745475234-4248,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Catharina,Filipina,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Awesome Hotel and Amazing Breakfast!”,"So we stayed here for a night after our Mount Bromo and Ijen activities. 
Entrance - we were welcome by their staff with warm smile :)

Reception - the staff very prompt helping us upon our check-in. Cons though - they didn’t tell us which floor our room would be and what time and where the breakfast location would be.

Hotel Room - pretty big with great city view. We have all we needed even weighing scale. Sort of my requirement in a hotel room during my staff.

Location - it’s pretty close/nearby to a lot of restaurants that just walking distance if you’re like us love to walk. And 15mins walk by Tunjungan Plaza very big mall :)

Hotel Restaurants - they’re about 3/4 available within the hotel and very good variety of food to choose with. Great food as well.

Staff - very friendly and always ready to assist you.

Overall very happy and satisfied with our 1 night stay. Will stay here again once we’re back in Surabaya.",Diulas pada 12 Agustus 2019,Menginap 1 malam pada Agustus 2019
1745475234-4249,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Dominik,Jerman,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,8","“Spacious Hotel, nice view and beautiful garden”","The Hotel is great and really big with a wonderful garden. Perfect for our little son to run around far away from traffic or other dangers. Didn't manage to try out all facilities (e.g. pool), but the restaurant concept is great.",Diulas pada 11 Agustus 2019,Menginap 1 malam pada April 2019
1745475234-4250,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Hiroshi,Jepang,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Spektakuler”,Excellent hotel with Indonesian hospitality.,Diulas pada 08 Agustus 2019,Menginap 1 malam pada Agustus 2019
1745475234-4251,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,francis,Malaysia,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"10,0",“good stay”,"great stay in a rather ""jaded"" hotel",Diulas pada 06 Agustus 2019,Menginap 4 malam pada Juli 2019
1745475234-4252,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Rolando,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“good one”,"lots of different variety of breakfast made me skip lunch.
room is good and the rest is also good",Diulas pada 03 Agustus 2019,Menginap 1 malam pada Juni 2019
1745475234-4253,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,louis,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,8",“great hotel”,"perfect for location, friendly staff and value for money..of course the breakfast its very nice",Diulas pada 02 Agustus 2019,Menginap 1 malam pada Juni 2019
1745475234-4254,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,louis,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,8",“Great hotel”,"perfect for location, friendly staff and good for money",Diulas pada 02 Agustus 2019,Menginap 2 malam pada Juni 2019
1745475234-4255,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,louis,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,2",“Great Hotel in the center of surabaya”,"perfect for location, friendly staff and good for money",Diulas pada 02 Agustus 2019,Menginap 1 malam pada Juni 2019
1745475234-4256,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,andrew,Amerika Serikat,Wisatawan tunggal,Kamar Classic dengan Ranjang King,"10,0",“Urban oasis in the heart of Surabaya ”,"Very affordable business class hotel with friendly attentive staff, spacious rooms, and excellent facilities including full spa, 2 swimming pools, and expansive gardens. Huge breakfast buffet included in rate.  Several restaurant options, all warm service and excellent food. 
Some services are very expensive. For example, I was charged rp 99,000 for a cup of coffee ( 3x Starbucks) and laundry cost more than the daily room rate.",Diulas pada 31 Juli 2019,Menginap 3 malam pada Juli 2019
1745475234-4257,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Arie,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Satisfaction Guaranteed”,"I love this hotel, the place is perfect. The pool was superb, big and my children love it. Overall we've had enjoyable two-night stay there. Definitely recommended.",Diulas pada 31 Juli 2019,Menginap 2 malam pada Juni 2019
1745475234-4258,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Karen,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"9,2",“We loved our stay and will return”,"Top notch breakfast, nice resort ambiance in the middle of Surabaya city center, spacious room,  well-priced room rate. We will return.",Diulas pada 30 Juli 2019,Menginap 1 malam pada Juli 2019
1745475234-4259,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Aulia,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,8",“Still my favorite hotel but a little bit disappointed”,This hotel is my family’s favorite place for staycation. Everything went well like usual until i checked complimentary mineral bottled water in bath room. One of them was not sealed and half empty. Maybe the housekeeping didn’t check the mineral water while they prepare the room. I hope they’ll improve the service because we really love this place and we surely will come again to this hotel.,Diulas pada 29 Juli 2019,Menginap 1 malam pada Juli 2019
1745475234-4260,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Felix,Australia,Wisatawan berkelompok,Kamar Classic dengan Ranjang King,"10,0",“Wedding Group”,"We booked 13 rooms over 2-5 nights in July. As a group we enjoyed our stay, the atmosphere, cleanliness and the STAFF were amazing. Thank you again for hosting our wedding and the experience here has been fantastic. Felix and Devi",Diulas pada 24 Juli 2019,Menginap 2 malam pada Juli 2019
1745475234-4261,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Muji,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Excellent Hotel in center of surabaya”,all aspects are excellent. its pleasant to stay in this hotel for every visiting Surabaya.,Diulas pada 24 Juli 2019,Menginap 2 malam pada Juni 2019
1745475234-4262,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Lie,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"8,0",“Nice hotel”,Nice hotel,Diulas pada 23 Juli 2019,Menginap 1 malam pada Juli 2019
1745475234-4263,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Lie,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"8,0",“Nice Hotel”,Nice hotel,Diulas pada 23 Juli 2019,Menginap 1 malam pada Juli 2019
1745475234-4264,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Novri,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Old hotel but still well managed.”,"Nice hotel, spacious, variety choices for breakfast.",Diulas pada 22 Juli 2019,Menginap 1 malam pada Juli 2019
1745475234-4265,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,YIT-KEE,Australia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"7,6",“Sangat baik”,"Nice breakfast and friendly staff.
but room with mosquitoes.",Diulas pada 22 Juli 2019,Menginap 4 malam pada Juli 2019
1745475234-4266,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,ai,Indonesia,Keluarga dengan anak dewasa,Kamar Classic dengan Ranjang King,"7,2",“traveling”,"bagus
pemandangan sekitarnya bagus, kamarnya bagus [sedikit info, kamar 209 lt.2 bau air got, aromanya itu dari kamar mandi] mohon dikroscek saluran air nya]
fasilitasnya bagus.. kami msh betah sayangnya pas kami reserv cm dpt jatah 1 mlm
anyway just be gratefull n say thank you for
God bless...",Diulas pada 22 Juli 2019,Menginap 1 malam pada Juli 2019
1745475234-4267,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Kristel,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,2",“Nice room”,"The room was so big, and it has a bath up with separate shower,, the breakfast was good,, the location is great,,",Diulas pada 21 Juli 2019,Menginap 1 malam pada Juli 2019
1745475234-4268,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Yuan,Malaysia,Pasangan,Kamar Classic dengan Ranjang King,"9,6",“Worth and will Recommend Friend if stay in surabaya ”,"Best Hotel in Surabaya , Very good Breakfast and alot of Choices",Diulas pada 14 Juli 2019,Menginap 3 malam pada Juni 2019
1745475234-4269,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Surya,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,8",“the breakfast is amazing  ”,"the breakfast was really good many choices of food from traditional counter. 
the  room was comfort and clean 
maybe the bed should be concern regarding the age of bed",Diulas pada 12 Juli 2019,Menginap 1 malam pada Juli 2019
1745475234-4270,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Harry,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0","“Great Value For Money, Excellent Room and Breakfast”","Bumi Surabaya is my favorit when visiting Surabaya. I found the room is excellent, spacious with good ambience. Breakfast is considered the best among the hotel I've stayed. The hotel also provide large swimming pool, jacuzzi, small pool for kids as well as gym.
I recognized it is great in terms of great value for money and would recommend this hotel as the first choice to stay in Surabaya",Diulas pada 11 Juli 2019,Menginap 1 malam pada Juli 2019
1745475234-4271,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Edward,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Resort in city center”,"Great resort to spend holiday in Surabaya. Located in the city center, near to Tunjungan Plaza.
Beautiful garden inside the hotel, very relaxing.
Breakfast is superb with many choices and traditional food.
Huge pool and gym",Diulas pada 11 Juli 2019,Menginap 2 malam pada Juli 2019
1745475234-4272,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Deyna,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"8,0",“Old but comfy”,Lumayan sesuai dgn harga ... it was hyatt,Diulas pada 11 Juli 2019,Menginap 3 malam pada Juli 2019
1745475234-4273,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Deyna,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"7,6",“It ok lah”,Petugas kurang ramah ... overall oke lah,Diulas pada 11 Juli 2019,Menginap 3 malam pada Juli 2019
1745475234-4274,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Ruslan,Indonesia,Wisatawan bisnis,Kamar Classic dengan Ranjang King,"10,0",“Good Hotel”,"I am stay 6 days in this hotel and really comfortable. The hotel is clean and have good service.
This hotel is recommended for long stay.",Diulas pada 11 Juli 2019,Menginap 6 malam pada Juni 2019
